firm,model,drive,frame_type,generation_number,year,restyling_number,mileage,transmission,engine_power,steering_wheel,fuel_type,volume,ownership_periods,price
Kia,Ceed,FF,HATCH,2,2013,0,96000,MT,129,left,GASOLINE,1600.0,1.0,760000
Toyota,RAV4,4WD,SUV,5,2020,0,12900,CVT,149,left,GASOLINE,2000.0,1.0,2649000
Volkswagen,Touareg,4WD,SUV,3,2019,0,45000,AT,249,left,GASOLINE,2000.0,1.0,4550000
Nissan,Note,FF,HATCH,1,2012,1,68000,AT,110,left,GASOLINE,1600.0,2.0,750000
Ford,Focus,FF,SEDAN,2,2007,0,185000,MT,125,left,GASOLINE,1800.0,2.0,400000
Nissan,X-Trail,4WD,SUV,2,2008,0,287000,CVT,169,left,GASOLINE,2500.0,3.0,750000
Hyundai,Getz,FF,HATCH,1,2008,1,80500,AT,106,left,GASOLINE,1600.0,5.0,485000
Kia,Sorento,4WD,SUV,4,2021,0,0,AT,180,left,GASOLINE,2500.0,0.0,2974900
Kia,Cerato,FF,SEDAN,4,2021,0,0,AT,150,left,GASOLINE,2000.0,0.0,1939900
Kia,Sportage,FF,SUV,4,2021,1,0,AT,150,left,GASOLINE,2000.0,0.0,1939900
Kia,Soul,FF,SUV,3,2021,0,0,AT,123,left,GASOLINE,1600.0,0.0,1519900
Kia,Sportage,4WD,SUV,4,2021,1,0,AUTO,184,left,GASOLINE,2400.0,0.0,2439900
BMW,3-Series,FR,SEDAN,2,1987,0,999999,MT,90,left,GASOLINE,1800.0,3.0,82000
Volkswagen,Polo,FF,SEDAN,5,2018,1,493908,MANUAL,90,left,GASOLINE,1600.0,1.0,389000
Audi,Q5,4WD,SUV,2,2018,0,15145,AUTO,249,left,GASOLINE,2000.0,1.0,3569000
BMW,5-Series,FR,SEDAN,6,2010,0,139851,AT,204,left,GASOLINE,2500.0,4.0,1039000
Nissan,Juke,FF,SUV,1,2013,0,118196,AUTO,117,left,GASOLINE,1600.0,1.0,799000
Nissan,Serena,FF,MINIVAN,4,2016,1,110000,AUTO,147,right,GASOLINE,2000.0,0.0,1365000
Honda,Freed,FF,MINIVAN,1,2010,0,140000,CVT,118,right,GASOLINE,1500.0,0.0,779000
Honda,Stepwgn,FF,MINIVAN,4,2014,1,85000,CVT,150,right,GASOLINE,2000.0,0.0,1379000
Audi,Q3,4WD,SUV,1,2012,0,102000,SAT,170,left,GASOLINE,2000.0,0.0,1350000
Mercedes-Benz,E-Class,RR,COUPE,4,2013,1,72000,AUTO,184,left,GASOLINE,2000.0,6.0,1699000
Chevrolet,Lacetti,FF,SEDAN,1,2011,0,163000,MANUAL,109,left,GASOLINE,1600.0,7.0,380000
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2360000
Mitsubishi,Outlander,FF,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2250000
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2483949
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2360000
Mitsubishi,Outlander,FF,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2250000
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,167,left,GASOLINE,2400.0,0.0,2576500
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,146,left,GASOLINE,2000.0,0.0,2360000
Mitsubishi,Outlander,4WD,SUV,3,2021,3,0,CVT,167,left,GASOLINE,2400.0,0.0,2570000
Volkswagen,Tiguan,4WD,SUV,2,2021,0,0,SAT,220,left,GASOLINE,2000.0,0.0,3497000
Volkswagen,Tiguan,4WD,SUV,2,2021,0,0,AUTO,180,left,GASOLINE,2000.0,0.0,2908000
Volkswagen,Tiguan,,SUV,2,2021,0,0,MANUAL,150,left,,1400.0,0.0,2107200
BMW,5-Series,FR,SEDAN,6,2013,1,59992,AT,184,left,GASOLINE,2000.0,2.0,1769000
Ford,Focus,FF,SEDAN,1,2002,1,160000,MANUAL,100,left,GASOLINE,1600.0,2.0,200000
Ford,Focus,FF,HATCH,3,2013,0,120000,SAT,105,left,GASOLINE,1600.0,2.0,560000
Opel,Vectra,FF,LIFTBACK,2,1998,0,390000,MANUAL,100,left,GASOLINE,1600.0,4.0,85000
Mitsubishi,Lancer Cedia,FF,WAGON,9,2001,0,175000,CVT,130,right,GASOLINE,1800.0,0.0,175000
Hyundai,Solaris,FF,SEDAN,1,2012,0,130000,AUTO,123,left,GASOLINE,1600.0,3.0,592000
Toyota,Land Cruiser,4WD,SUV,11,2012,1,240000,AT,232,left,DIESEL,4500.0,6.0,2500000
Opel,Astra GTC,FF,HATCH_3DR,3,2007,0,180000,AT,140,left,GASOLINE,1800.0,2.0,150000
Ford,Focus,FF,WAGON,3,2017,1,77396,AUTO,150,left,GASOLINE,1500.0,1.0,1099990
Toyota,RAV4,4WD,SUV,4,2015,0,37000,AUTO,146,left,GASOLINE,2000.0,1.0,1799990
Hyundai,ix35,FF,SUV,1,2014,1,74000,MT,150,left,GASOLINE,2000.0,1.0,1100000
Toyota,Corona,FF,SEDAN,9,1991,1,300000,MANUAL,115,right,GASOLINE,1800.0,0.0,65000
Ford,Focus,FF,SEDAN,2,2006,0,255000,MANUAL,100,left,GASOLINE,1600.0,3.0,300000
Volkswagen,Passat,FF,SEDAN,5,1998,0,368600,MT,110,left,DIESEL,1900.0,15.0,220000
Toyota,RAV4,4WD,SUV,3,2008,0,183300,AT,152,left,GASOLINE,2000.0,1.0,925000
Opel,Insignia,FF,SEDAN,1,2011,0,110000,MT,140,left,GASOLINE,1800.0,1.0,880000
SsangYong,Actyon,FF,SUV,2,2012,0,105000,MT,149,left,GASOLINE,2000.0,3.0,665000
Hyundai,i30,FF,HATCH,1,2010,1,140000,MT,126,left,GASOLINE,1600.0,8.0,450000
Hyundai,Accent,FF,SEDAN,2,2008,0,191594,MT,102,left,GASOLINE,1500.0,0.0,265000
Hyundai,Grand Starex,RR,MINIVAN,-1,2008,-1,140800,AUTO,145,left,DIESEL,2500.0,4.0,950000
Hyundai,Solaris,FF,SEDAN,2,2017,0,92000,AT,123,left,GASOLINE,1600.0,3.0,950000
Chevrolet,Cruze,FF,HATCH,1,2012,0,217067,MT,109,left,GASOLINE,1600.0,2.0,458000
Mitsubishi,Lancer,FF,SEDAN,9,2006,2,200000,MANUAL,98,left,GASOLINE,1600.0,8.0,275000
Mercedes-Benz,S-Class,4WD,SEDAN,5,2007,0,100000,AT,340,left,GASOLINE,4700.0,5.0,850000
Renault,Duster,4WD,SUV,1,2016,1,95000,MANUAL,114,left,GASOLINE,1600.0,0.0,890000
Renault,Megane,FF,HATCH,2,2008,1,201575,MT,86,left,DIESEL,1500.0,6.0,200000
Opel,Antara,4WD,SUV,1,2008,0,69088,AUTO,227,left,GASOLINE,3200.0,2.0,749000
Land Rover,Range Rover,4WD,SUV,3,2008,1,158000,AUTO,272,left,DIESEL,3600.0,9.0,965000
Nissan,Qashqai,FF,SUV,1,2013,1,106283,AUTO,117,left,GASOLINE,1600.0,2.0,889000
BMW,5-Series,4WD,SEDAN,7,2019,0,42409,AUTO,249,left,DIESEL,3000.0,1.0,4449000
Kia,Soul,FF,HATCH,2,2019,1,53489,MANUAL,124,left,GASOLINE,1600.0,1.0,1249000
Kia,Ceed,FF,HATCH,0,2011,0,148198,MANUAL,125,left,GASOLINE,1591.0,1.0,629000
Audi,Q7,4WD,SUV,2,2016,0,120000,AUTO,249,left,DIESEL,3000.0,4.0,4090000
Citroen,C3,FF,HATCH,1,2010,1,170239,MT,75,left,GASOLINE,1400.0,2.0,423000
Dodge,Caliber,FF,HATCH,1,2007,0,127000,AUTO,156,left,GASOLINE,2000.0,6.0,498000
Hyundai,Accent,FF,SEDAN,2,2004,0,150000,MANUAL,102,left,GASOLINE,1500.0,6.0,139000
Daewoo,Nexia,FF,SEDAN,1,2003,1,120000,MANUAL,85,left,GASOLINE,1500.0,6.0,40000
Skoda,Rapid,FF,LIFTBACK,1,2016,0,76947,AUTO,125,left,GASOLINE,1400.0,1.0,899000
Chery,Bonus A13,FF,LIFTBACK,1,2013,0,128000,MT,109,left,GASOLINE,1500.0,2.0,185000
Chevrolet,Niva,4WD,SUV,1,2003,0,135999,MANUAL,80,left,GASOLINE,1700.0,5.0,164999
Toyota,Corolla,FF,SEDAN,11,2014,0,89500,MANUAL,122,left,GASOLINE,1600.0,3.0,890000
Nissan,X-Trail,4WD,SUV,2,2010,0,130000,AUTO,141,left,GASOLINE,2000.0,3.0,950000
Porsche,Cayenne,4WD,SUV,2,2013,0,54001,AUTO,420,left,GASOLINE,4800.0,1.0,3200000
Land Rover,Range Rover,4WD,SUV,3,2010,2,225000,AUTO,271,left,DIESEL,3600.0,6.0,1450000
Mitsubishi,Lancer,FF,SEDAN,9,2006,2,213727,MANUAL,98,left,GASOLINE,1600.0,7.0,330000
Chevrolet,Niva,4WD,SUV,1,2013,1,135000,MANUAL,80,left,GASOLINE,1700.0,1.0,375000
Citroen,C4,FF,HATCH,1,2011,1,110000,MT,120,left,GASOLINE,1600.0,2.0,360000
Mazda,CX-5,4WD,SUV,1,2012,0,230000,AT,150,left,GASOLINE,2000.0,4.0,1299000
Ford,Focus,FF,SEDAN,1,2004,1,249600,MANUAL,115,left,GASOLINE,1800.0,4.0,195000
Chevrolet,Lacetti,FF,SEDAN,1,2008,0,279000,MANUAL,95,left,GASOLINE,1400.0,6.0,225000
Hyundai,Solaris,FF,HATCH,1,2014,0,968569,AT,123,left,GASOLINE,1600.0,2.0,756000
Toyota,Land Cruiser Prado,4WD,SUV,4,2010,0,194000,AUTO,173,left,DIESEL,3000.0,3.0,1973000
Skoda,Kodiaq,4WD,SUV,1,2019,0,21000,SAT,180,left,GASOLINE,2000.0,1.0,3000000
Ford,C-MAX,FF,MINIVAN,1,2005,0,195000,MT,125,left,GASOLINE,1800.0,4.0,235000
BMW,X3,4WD,SUV,2,2014,0,67700,AT,184,left,GASOLINE,2000.0,3.0,1750000
Hyundai,ix35,4WD,SUV,1,2011,0,133000,AUTO,184,left,DIESEL,2000.0,4.0,1020000
Nissan,X-Trail,4WD,SUV,2,2012,1,130000,AUTO,169,left,GASOLINE,2500.0,2.0,1110000
Toyota,Camry,FF,SEDAN,9,2021,1,9000,AUTO,200,left,GASOLINE,2500.0,1.0,2850000
Hyundai,Accent,FF,SEDAN,2,2009,0,160000,MANUAL,102,left,GASOLINE,1500.0,1.0,285000
Opel,Antara,4WD,SUV,1,2007,0,188000,MT,140,left,GASOLINE,2400.0,0.0,550000
Honda,Civic,FF,SEDAN,8,2008,0,220000,AT,140,left,GASOLINE,1800.0,3.0,500000
Mazda,Mazda6,FF,WAGON,2,2008,0,192684,MT,120,left,GASOLINE,1800.0,2.0,600000
Skoda,Fabia,FF,HATCH,2,2007,0,176000,MT,70,left,GASOLINE,1200.0,5.0,265000
Ford,Focus,FF,HATCH,3,2012,0,169144,MANUAL,105,left,GASOLINE,1600.0,5.0,499000
Land Rover,Discovery,4WD,SUV,4,2012,0,163000,AT,375,left,GASOLINE,5000.0,2.0,1950000
Hyundai,Getz,FF,HATCH_3DR,1,2007,1,190000,MT,66,left,GASOLINE,1100.0,8.0,250000
Honda,Pilot,4WD,SUV,2,2008,0,240000,AT,257,left,GASOLINE,3500.0,4.0,910000
Renault,Symbol,FF,SEDAN,1,2003,1,253109,MANUAL,75,left,GASOLINE,1400.0,4.0,210000
Kia,Sorento,4WD,SUV,0,2014,0,76653,MANUAL,170,left,GASOLINE,2400.0,1.0,1499000
Hyundai,Accent,FF,SEDAN,2,2005,0,180836,MANUAL,102,left,GASOLINE,1500.0,1.0,230000
Ford,Focus,FF,HATCH,3,2012,0,169144,MANUAL,105,left,GASOLINE,1600.0,5.0,499000
Nissan,Almera,FF,SEDAN,1,1999,1,451972,MANUAL,99,left,GASOLINE,1600.0,6.0,160000
Mazda,Mazda3,FF,HATCH,2,2013,1,47000,AUTO,105,left,GASOLINE,1600.0,2.0,1120000
Lexus,LX570,4WD,SUV,3,2012,1,98500,AUTO,367,left,GASOLINE,5700.0,7.0,3000000
Kia,Cerato Koup,FF,COUPE,1,2011,0,133000,AT,150,left,GASOLINE,2000.0,4.0,700000
Toyota,RAV4,4WD,SUV,0,2014,0,132397,AUTO,149,left,DIESEL,2231.0,3.0,1629000
Volkswagen,Golf,FF,HATCH_3DR,5,2007,0,146000,MT,80,left,GASOLINE,1400.0,6.0,369000
Volkswagen,Pointer,,HATCH_3DR,1,2005,0,190000,,99,left,GASOLINE,1800.0,2.0,180000
Ford,Focus,FF,HATCH,3,2017,1,75000,AUTO,125,left,GASOLINE,1600.0,3.0,945000
Hyundai,Accent,FF,SEDAN,2,2007,0,166000,MANUAL,102,left,GASOLINE,1500.0,7.0,300000
Hyundai,Elantra,FF,SEDAN,5,2013,0,91000,MT,150,left,GASOLINE,1800.0,2.0,750000
Hyundai,ix35,4WD,SUV,1,2012,0,137000,AUTO,150,left,GASOLINE,2000.0,1.0,1100000
Mitsubishi,Outlander,FF,SUV,3,2020,3,1000,AUTO,146,left,GASOLINE,2000.0,1.0,1980000
Renault,Duster,4WD,SUV,1,2014,0,98000,MANUAL,135,left,GASOLINE,2000.0,5.0,720000
Kia,Ceed,FF,HATCH,2,2013,0,100000,MANUAL,129,left,GASOLINE,1600.0,2.0,740000
Toyota,RAV4,4WD,SUV,3,2008,0,145000,AT,152,left,GASOLINE,2000.0,7.0,810000
Kia,Sportage,FF,SUV,3,2011,0,135000,AT,150,left,GASOLINE,2000.0,1.0,860000
Opel,Astra,FF,HATCH,3,2008,1,196000,MANUAL,140,left,GASOLINE,1800.0,7.0,389000
Volkswagen,Golf,FF,HATCH,7,2014,0,116131,MANUAL,85,left,GASOLINE,1200.0,2.0,899000
Mazda,Mazda6,FF,SEDAN,2,2007,0,165000,MANUAL,147,left,GASOLINE,2000.0,6.0,600000
Audi,A6,4WD,SEDAN,2,2001,0,107000,AT,230,left,GASOLINE,2700.0,6.0,299000
Hyundai,Verna,FF,SEDAN,2,2008,0,264433,MT,97,left,GASOLINE,1400.0,1.0,290000
Honda,Freed,FF,MINIVAN,1,2010,0,91000,CVT,118,right,GASOLINE,1500.0,0.0,816690
Kia,Rio,FF,SEDAN,4,2018,0,47000,AT,123,left,GASOLINE,1600.0,3.0,950000
Kia,Sportage,4WD,SUV,4,2017,0,57129,AT,150,left,GASOLINE,2000.0,4.0,1670000
Dodge,Caliber,FF,HATCH,1,2008,0,195873,MT,150,left,GASOLINE,1800.0,3.0,490000
Audi,Q5,4WD,SUV,2,2017,0,75000,SAT,249,left,GASOLINE,2000.0,1.0,2950000
Skoda,Fabia,FF,HATCH,2,2012,1,168000,MT,70,left,GASOLINE,1200.0,1.0,469000
BMW,X1,4WD,SUV,2,2018,0,50765,AUTO,150,left,DIESEL,2000.0,1.0,2499000
Renault,Duster,4WD,SUV,1,2016,1,148244,MANUAL,143,left,GASOLINE,2000.0,3.0,859000
Opel,Astra GTC,FF,HATCH_3DR,4,2013,0,101231,MANUAL,140,left,GASOLINE,1800.0,2.0,669000
Volkswagen,Golf,FF,HATCH,3,1996,0,240000,MANUAL,75,left,GASOLINE,1800.0,9.0,65000
Nissan,Primera,FF,SEDAN,2,1996,0,214000,MT,90,left,DIESEL,2000.0,5.0,56000
Chevrolet,Lacetti,FF,SEDAN,1,2011,0,165000,MT,95,left,GASOLINE,1400.0,2.0,329000
Hyundai,Accent,FF,SEDAN,2,2005,0,290000,MANUAL,102,left,GASOLINE,1500.0,8.0,175000
Honda,Accord,FF,SEDAN,7,2006,1,283000,AT,190,left,GASOLINE,2400.0,8.0,585000
Chevrolet,Cruze,FF,HATCH,1,2013,1,150000,MANUAL,109,left,GASOLINE,1600.0,6.0,569900
Chevrolet,Aveo,FF,SEDAN,1,2007,0,189000,MANUAL,72,left,GASOLINE,1200.0,4.0,344900
Renault,Duster,4WD,SUV,1,2015,1,97000,MANUAL,114,left,GASOLINE,1600.0,2.0,845300
Honda,Civic,FF,SEDAN,9,2012,0,144587,AUTO,142,left,GASOLINE,1800.0,1.0,919000
SsangYong,Kyron,4WD,SUV,1,2013,1,76460,AUTO,150,left,GASOLINE,2300.0,2.0,789000
Daewoo,Matiz,FF,HATCH,1,2010,1,60000,MT,51,left,GASOLINE,800.0,3.0,144990
Chery,Tiggo T11,FF,SUV,1,2012,0,80000,MANUAL,132,left,GASOLINE,1800.0,2.0,425000
Hyundai,Solaris,FF,SEDAN,0,2017,0,145600,AUTO,123,left,GASOLINE,1600.0,1.0,889000
Haval,H6,FF,SUV,2,2018,0,75000,AUTO,150,left,GASOLINE,1500.0,0.0,1300000
Volkswagen,Passat,FF,WAGON,4,1994,0,340000,MT,90,left,GASOLINE,1800.0,3.0,195000
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1549900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Toyota,Estima Lucida,RR,MINIVAN,1,1999,2,381150,AUTO,135,right,GASOLINE,2400.0,0.0,365000
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,1.0,1109900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,1.0,1109900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Mitsubishi,Lancer Cedia,FF,SEDAN,9,2001,0,294285,AUTO,100,right,GASOLINE,1500.0,0.0,250000
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,1.0,1109900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Hyundai,Sonata,FF,SEDAN,4,2007,1,252000,MANUAL,137,left,GASOLINE,2000.0,4.0,350000
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1309900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1309900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2149900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1319900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,1.0,1369900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,1.0,1319900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,1.0,1109900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,MT,113,left,GASOLINE,1500.0,1.0,1109900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1549900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Toyota,Camry,FF,SEDAN,9,2019,0,57000,AT,181,left,GASOLINE,2500.0,2.0,1950000
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Hyundai,Solaris,FF,HATCH,1,2015,1,10010,AUTO,107,left,GASOLINE,1400.0,1.0,890000
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1309900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1369900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2020,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1669900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1319900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1549900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 7 Pro,FF,SUV,1,2020,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,SAT,147,left,GASOLINE,1500.0,0.0,1319900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,1.0,1319900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,0.0,1189900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1549900
Chery,Tiggo 8,FF,SUV,1,2021,1,0,CVT,170,left,GASOLINE,2000.0,1.0,1739900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1639900
Chery,Tiggo 8,FF,SUV,1,2021,1,0,CVT,170,left,GASOLINE,2000.0,1.0,1739900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Hyundai,Tucson,4WD,SUV,1,2005,0,134669,AUTO,175,left,GASOLINE,2700.0,2.0,650000
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2149900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,113,left,GASOLINE,1500.0,1.0,1189900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2149900
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,1.0,2149900
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,1.0,1639900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,1.0,1319900
